Energy,Entropy,Overlap
-6.337420170698525,2.7376372671088993,1.3910329949890621e-33
-6.33742017069852,2.7122916352476585,5.694282714479292e-33
-6.335293819202856,2.472851961986805,3.1616096059716245e-34
-6.335293819202852,2.288829038380968,2.909421986682088e-33
-6.329445795413606,2.9230473921806355,8.137054015036071e-33
-6.329445795413605,2.9245310140069294,5.959098081832537e-33
-6.327718097776734,2.9475103949282833,5.058575369554599e-33
-6.327718097776732,2.9349504958212846,8.613270286441197e-33
-6.325175448565369,2.848927919095733,4.75482762930212e-33
-6.325175448565363,2.8616399873485676,4.231779662960235e-33
-6.322400325746824,2.855096614951195,1.4535504865431947e-32
-6.322400325746824,2.849539576426872,2.4375050858650954e-34
-6.319321305230078,2.4621825437422236,1.9561401492033686e-34
-6.319321305230077,2.5020980625972387,1.159678735547546e-32
-6.31787804118646,1.5538492335296983,5.542616068379371e-59
-6.3077189225088635,2.829888690794688,1.3270861023043297e-33
-6.307718922508861,2.8407778301607904,4.460483843856219e-33
-6.303123428640412,2.639089633594276,5.435485878202257e-35
-6.296190901354365,1.5710917096894932,7.810507082959855e-59
-6.287457372663117,1.6531711564906761,5.181632564956566e-59
-6.286257898497692,2.7378806760549312,3.0432149904511545e-32
-6.2862578984976905,2.5862754404362893,5.9245209155031e-34
-6.283848908242931,2.8901975790556778,6.110689833314579e-34
-6.283848908242929,2.9084166982642934,9.949384185359841e-35
-6.279716443804234,1.634597601879303,1.7885471583203327e-58
-6.278737532742754,1.4114816854968886,4.7948093427612904e-58
-6.277072429224862,2.366490349004359,1.88079096131566e-33
